"","Year","Scenario","OM","Rho","Frequency","HCR","SSBest","Fest","Catchest","Rest","X","F.FMSY","SSB.SSBMSY","SSBCI_Lower","SSBCI_Upper","FCI_Lower","FCI_Upper","CatchCI_Lower","CatchCI_Upper","RCI_Lower","RCI_Upper","SSB","F_full","Catchsim","R"
"474",2039,21,5,"No rho-adjustment","Annual updates",1,26990.54,0.8361838,11423.015,16817525,NA,NA,NA,8298.924054,8647.038889,0.176752107,0.186917833,938.012764,992.6271259,2430288.298,2607296.793,NA,NA,NA,NA
"475",2039,21,5,"No rho-adjustment","Annual updates",1,26990.54,0.8361838,11423.015,16817525,NA,NA,NA,8298.924054,8647.038889,0.176752107,0.186917833,938.012764,992.6271259,2430288.298,2607296.793,NA,NA,NA,NA
"476",2040,21,5,"No rho-adjustment","Annual updates",1,27452.805,0.631393,9110.7585,30434160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8523.22725963199,0.179230084045479,NA,2589574.42836816
"477",2040,21,5,"No rho-adjustment","Annual updates",1,27452.805,0.631393,9110.7585,30434160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8523.22725963199,0.179230084045479,NA,2589574.42836816
"478",2040,21,5,"No rho-adjustment","Annual updates",1,27452.805,0.631393,9110.7585,30434160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479",2040,21,5,"No rho-adjustment","Annual updates",1,27452.805,0.631393,9110.7585,30434160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480",2040,21,5,"No rho-adjustment","Annual updates",1,27452.805,0.631393,9110.7585,30434160,NA,NA,NA,8316.347805,8704.843928,0.174572831,0.184678695,NA,NA,2469768.462,2703351.353,8523.22725963199,0.179230084045479,NA,2589574.42836816
"481",2040,21,5,"No rho-adjustment","Annual updates",1,27452.805,0.631393,9110.7585,30434160,NA,NA,NA,8316.347805,8704.843928,0.174572831,0.184678695,NA,NA,2469768.462,2703351.353,8523.22725963199,0.179230084045479,NA,2589574.42836816
"482",2040,21,5,"No rho-adjustment","Annual updates",1,27452.805,0.631393,9110.7585,30434160,NA,NA,NA,8316.347805,8704.843928,0.174572831,0.184678695,NA,NA,2469768.462,2703351.353,NA,NA,NA,NA
"483",2040,21,5,"No rho-adjustment","Annual updates",1,27452.805,0.631393,9110.7585,30434160,NA,NA,NA,8316.347805,8704.843928,0.174572831,0.184678695,NA,NA,2469768.462,2703351.353,NA,NA,NA,NA
"484",2038,22,5,"No rho-adjustment","Annual updates",2,26808.05,0.7944592,10683.24,15784050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8159.0838579929,0.185276488127198,969.380524427528,3043872.54250201
"485",2038,22,5,"No rho-adjustment","Annual updates",2,26808.05,0.7944592,10683.24,15784050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8159.0838579929,0.185276488127198,969.380524427528,3043872.54250201
"486",2038,22,5,"No rho-adjustment","Annual updates",2,26808.05,0.7944592,10683.24,15784050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487",2038,22,5,"No rho-adjustment","Annual updates",2,26808.05,0.7944592,10683.24,15784050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488",2038,22,5,"No rho-adjustment","Annual updates",2,26808.05,0.7944592,10683.24,15784050,NA,NA,NA,7997.289699,8294.760131,0.179462741,0.190401491,929.6370182,992.091467,2916283.828,3186020.17,8159.0838579929,0.185276488127198,969.380524427528,3043872.54250201
"489",2038,22,5,"No rho-adjustment","Annual updates",2,26808.05,0.7944592,10683.24,15784050,NA,NA,NA,7997.289699,8294.760131,0.179462741,0.190401491,929.6370182,992.091467,2916283.828,3186020.17,8159.0838579929,0.185276488127198,969.380524427528,3043872.54250201
"490",2038,22,5,"No rho-adjustment","Annual updates",2,26808.05,0.7944592,10683.24,15784050,NA,NA,NA,7997.289699,8294.760131,0.179462741,0.190401491,929.6370182,992.091467,2916283.828,3186020.17,NA,NA,NA,NA
"491",2038,22,5,"No rho-adjustment","Annual updates",2,26808.05,0.7944592,10683.24,15784050,NA,NA,NA,7997.289699,8294.760131,0.179462741,0.190401491,929.6370182,992.091467,2916283.828,3186020.17,NA,NA,NA,NA
"492",2039,22,5,"No rho-adjustment","Annual updates",2,27506.61,0.8094912,11422.31,16644400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8283.39676605742,0.177745102807556,949.347752148557,2442810.89745353
"493",2039,22,5,"No rho-adjustment","Annual updates",2,27506.61,0.8094912,11422.31,16644400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8283.39676605742,0.177745102807556,949.347752148557,2442810.89745353
"494",2039,22,5,"No rho-adjustment","Annual updates",2,27506.61,0.8094912,11422.31,16644400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495",2039,22,5,"No rho-adjustment","Annual updates",2,27506.61,0.8094912,11422.31,16644400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496",2039,22,5,"No rho-adjustment","Annual updates",2,27506.61,0.8094912,11422.31,16644400,NA,NA,NA,8172.436708,8458.239673,0.172308459,0.18304314,912.8318882,977.5149387,2340577.011,2527009.208,8283.39676605742,0.177745102807556,949.347752148557,2442810.89745353
"497",2039,22,5,"No rho-adjustment","Annual updates",2,27506.61,0.8094912,11422.31,16644400,NA,NA,NA,8172.436708,8458.239673,0.172308459,0.18304314,912.8318882,977.5149387,2340577.011,2527009.208,8283.39676605742,0.177745102807556,949.347752148557,2442810.89745353
"498",2039,22,5,"No rho-adjustment","Annual updates",2,27506.61,0.8094912,11422.31,16644400,NA,NA,NA,8172.436708,8458.239673,0.172308459,0.18304314,912.8318882,977.5149387,2340577.011,2527009.208,NA,NA,NA,NA
"499",2039,22,5,"No rho-adjustment","Annual updates",2,27506.61,0.8094912,11422.31,16644400,NA,NA,NA,8172.436708,8458.239673,0.172308459,0.18304314,912.8318882,977.5149387,2340577.011,2527009.208,NA,NA,NA,NA
"500",2040,22,5,"No rho-adjustment","Annual updates",2,27893.86,0.6138956,9097.867,30305670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8293.19034819157,0.174531251623843,NA,2655381.65712678
"501",2040,22,5,"No rho-adjustment","Annual updates",2,27893.86,0.6138956,9097.867,30305670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8293.19034819157,0.174531251623843,NA,2655381.65712678
"502",2040,22,5,"No rho-adjustment","Annual updates",2,27893.86,0.6138956,9097.867,30305670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503",2040,22,5,"No rho-adjustment","Annual updates",2,27893.86,0.6138956,9097.867,30305670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504",2040,22,5,"No rho-adjustment","Annual updates",2,27893.86,0.6138956,9097.867,30305670,NA,NA,NA,8140.122317,8461.411375,0.169895136,0.181620674,NA,NA,2536248.237,2809823.826,8293.19034819157,0.174531251623843,NA,2655381.65712678
"505",2040,22,5,"No rho-adjustment","Annual updates",2,27893.86,0.6138956,9097.867,30305670,NA,NA,NA,8140.122317,8461.411375,0.169895136,0.181620674,NA,NA,2536248.237,2809823.826,8293.19034819157,0.174531251623843,NA,2655381.65712678
"506",2040,22,5,"No rho-adjustment","Annual updates",2,27893.86,0.6138956,9097.867,30305670,NA,NA,NA,8140.122317,8461.411375,0.169895136,0.181620674,NA,NA,2536248.237,2809823.826,NA,NA,NA,NA
"507",2040,22,5,"No rho-adjustment","Annual updates",2,27893.86,0.6138956,9097.867,30305670,NA,NA,NA,8140.122317,8461.411375,0.169895136,0.181620674,NA,NA,2536248.237,2809823.826,NA,NA,NA,NA
"508",2038,23,5,"No rho-adjustment","Annual updates",3,26352.995,0.81437125,10689.775,15929620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8385.12027898847,0.169267726501623,918.097367311346,3116173.13411092
"509",2038,23,5,"No rho-adjustment","Annual updates",3,26352.995,0.81437125,10689.775,15929620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8385.12027898847,0.169267726501623,918.097367311346,3116173.13411092
"510",2038,23,5,"No rho-adjustment","Annual updates",3,26352.995,0.81437125,10689.775,15929620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511",2038,23,5,"No rho-adjustment","Annual updates",3,26352.995,0.81437125,10689.775,15929620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512",2038,23,5,"No rho-adjustment","Annual updates",3,26352.995,0.81437125,10689.775,15929620,NA,NA,NA,8265.115247,8561.511681,0.165607505,0.174136837,895.96543,949.9079601,3000286.055,3237619.227,8385.12027898847,0.169267726501623,918.097367311346,3116173.13411092
"513",2038,23,5,"No rho-adjustment","Annual updates",3,26352.995,0.81437125,10689.775,15929620,NA,NA,NA,8265.115247,8561.511681,0.165607505,0.174136837,895.96543,949.9079601,3000286.055,3237619.227,8385.12027898847,0.169267726501623,918.097367311346,3116173.13411092
"514",2038,23,5,"No rho-adjustment","Annual updates",3,26352.995,0.81437125,10689.775,15929620,NA,NA,NA,8265.115247,8561.511681,0.165607505,0.174136837,895.96543,949.9079601,3000286.055,3237619.227,NA,NA,NA,NA
"515",2038,23,5,"No rho-adjustment","Annual updates",3,26352.995,0.81437125,10689.775,15929620,NA,NA,NA,8265.115247,8561.511681,0.165607505,0.174136837,895.96543,949.9079601,3000286.055,3237619.227,NA,NA,NA,NA
"516",2039,23,5,"No rho-adjustment","Annual updates",3,27109.09,0.8280661,11391.195,16814745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8605.25896501463,0.164242281299767,915.07787108514,2547057.87447705
"517",2039,23,5,"No rho-adjustment","Annual updates",3,27109.09,0.8280661,11391.195,16814745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8605.25896501463,0.164242281299767,915.07787108514,2547057.87447705
"518",2039,23,5,"No rho-adjustment","Annual updates",3,27109.09,0.8280661,11391.195,16814745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519",2039,23,5,"No rho-adjustment","Annual updates",3,27109.09,0.8280661,11391.195,16814745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520",2039,23,5,"No rho-adjustment","Annual updates",3,27109.09,0.8280661,11391.195,16814745,NA,NA,NA,8467.549455,8774.01784,0.159245528,0.170569503,893.5221664,938.5359743,2452616.572,2610782.01,8605.25896501463,0.164242281299767,915.07787108514,2547057.87447705
"521",2039,23,5,"No rho-adjustment","Annual updates",3,27109.09,0.8280661,11391.195,16814745,NA,NA,NA,8467.549455,8774.01784,0.159245528,0.170569503,893.5221664,938.5359743,2452616.572,2610782.01,8605.25896501463,0.164242281299767,915.07787108514,2547057.87447705
"522",2039,23,5,"No rho-adjustment","Annual updates",3,27109.09,0.8280661,11391.195,16814745,NA,NA,NA,8467.549455,8774.01784,0.159245528,0.170569503,893.5221664,938.5359743,2452616.572,2610782.01,NA,NA,NA,NA
"523",2039,23,5,"No rho-adjustment","Annual updates",3,27109.09,0.8280661,11391.195,16814745,NA,NA,NA,8467.549455,8774.01784,0.159245528,0.170569503,893.5221664,938.5359743,2452616.572,2610782.01,NA,NA,NA,NA
"524",2040,23,5,"No rho-adjustment","Annual updates",3,27567.155,0.6322112,9171.1345,30422335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8667.28341860081,0.167718559034127,NA,2590324.94821868
"525",2040,23,5,"No rho-adjustment","Annual updates",3,27567.155,0.6322112,9171.1345,30422335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8667.28341860081,0.167718559034127,NA,2590324.94821868
"526",2040,23,5,"No rho-adjustment","Annual updates",3,27567.155,0.6322112,9171.1345,30422335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527",2040,23,5,"No rho-adjustment","Annual updates",3,27567.155,0.6322112,9171.1345,30422335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528",2040,23,5,"No rho-adjustment","Annual updates",3,27567.155,0.6322112,9171.1345,30422335,NA,NA,NA,8507.297436,8836.260719,0.162794874,0.171703268,NA,NA,2513249.924,2691206.539,8667.28341860081,0.167718559034127,NA,2590324.94821868
"529",2040,23,5,"No rho-adjustment","Annual updates",3,27567.155,0.6322112,9171.1345,30422335,NA,NA,NA,8507.297436,8836.260719,0.162794874,0.171703268,NA,NA,2513249.924,2691206.539,8667.28341860081,0.167718559034127,NA,2590324.94821868
"530",2040,23,5,"No rho-adjustment","Annual updates",3,27567.155,0.6322112,9171.1345,30422335,NA,NA,NA,8507.297436,8836.260719,0.162794874,0.171703268,NA,NA,2513249.924,2691206.539,NA,NA,NA,NA
"531",2040,23,5,"No rho-adjustment","Annual updates",3,27567.155,0.6322112,9171.1345,30422335,NA,NA,NA,8507.297436,8836.260719,0.162794874,0.171703268,NA,NA,2513249.924,2691206.539,NA,NA,NA,NA
"532",2038,24,5,"No rho-adjustment","Annual updates",4,26311.2,0.811374,10628.465,15859885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8068.14833343558,0.160020151759955,834.965422055943,3104181.23090108
"533",2038,24,5,"No rho-adjustment","Annual updates",4,26311.2,0.811374,10628.465,15859885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8068.14833343558,0.160020151759955,834.965422055943,3104181.23090108
"534",2038,24,5,"No rho-adjustment","Annual updates",4,26311.2,0.811374,10628.465,15859885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535",2038,24,5,"No rho-adjustment","Annual updates",4,26311.2,0.811374,10628.465,15859885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536",2038,24,5,"No rho-adjustment","Annual updates",4,26311.2,0.811374,10628.465,15859885,NA,NA,NA,7864.590055,8211.624739,0.155886634,0.166442542,809.677344,863.7564003,2972340.879,3203047.89,8068.14833343558,0.160020151759955,834.965422055943,3104181.23090108
"537",2038,24,5,"No rho-adjustment","Annual updates",4,26311.2,0.811374,10628.465,15859885,NA,NA,NA,7864.590055,8211.624739,0.155886634,0.166442542,809.677344,863.7564003,2972340.879,3203047.89,8068.14833343558,0.160020151759955,834.965422055943,3104181.23090108
"538",2038,24,5,"No rho-adjustment","Annual updates",4,26311.2,0.811374,10628.465,15859885,NA,NA,NA,7864.590055,8211.624739,0.155886634,0.166442542,809.677344,863.7564003,2972340.879,3203047.89,NA,NA,NA,NA
"539",2038,24,5,"No rho-adjustment","Annual updates",4,26311.2,0.811374,10628.465,15859885,NA,NA,NA,7864.590055,8211.624739,0.155886634,0.166442542,809.677344,863.7564003,2972340.879,3203047.89,NA,NA,NA,NA
"540",2039,24,5,"No rho-adjustment","Annual updates",4,27038.72,0.82831855,11367.31,16915680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8335.47567945661,0.151850669464348,821.230267419753,2495537.63520901
"541",2039,24,5,"No rho-adjustment","Annual updates",4,27038.72,0.82831855,11367.31,16915680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8335.47567945661,0.151850669464348,821.230267419753,2495537.63520901
"542",2039,24,5,"No rho-adjustment","Annual updates",4,27038.72,0.82831855,11367.31,16915680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543",2039,24,5,"No rho-adjustment","Annual updates",4,27038.72,0.82831855,11367.31,16915680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544",2039,24,5,"No rho-adjustment","Annual updates",4,27038.72,0.82831855,11367.31,16915680,NA,NA,NA,8190.985281,8512.50892,0.148322513,0.15693449,794.8253656,850.9104144,2397035.604,2649577.805,8335.47567945661,0.151850669464348,821.230267419753,2495537.63520901
"545",2039,24,5,"No rho-adjustment","Annual updates",4,27038.72,0.82831855,11367.31,16915680,NA,NA,NA,8190.985281,8512.50892,0.148322513,0.15693449,794.8253656,850.9104144,2397035.604,2649577.805,8335.47567945661,0.151850669464348,821.230267419753,2495537.63520901
"546",2039,24,5,"No rho-adjustment","Annual updates",4,27038.72,0.82831855,11367.31,16915680,NA,NA,NA,8190.985281,8512.50892,0.148322513,0.15693449,794.8253656,850.9104144,2397035.604,2649577.805,NA,NA,NA,NA
"547",2039,24,5,"No rho-adjustment","Annual updates",4,27038.72,0.82831855,11367.31,16915680,NA,NA,NA,8190.985281,8512.50892,0.148322513,0.15693449,794.8253656,850.9104144,2397035.604,2649577.805,NA,NA,NA,NA
"548",2040,24,5,"No rho-adjustment","Annual updates",4,27496.17,0.6303987,9117.7065,30475390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8502.1857374043,0.15384787347858,NA,2536547.51261017
"549",2040,24,5,"No rho-adjustment","Annual updates",4,27496.17,0.6303987,9117.7065,30475390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8502.1857374043,0.15384787347858,NA,2536547.51261017
"550",2040,24,5,"No rho-adjustment","Annual updates",4,27496.17,0.6303987,9117.7065,30475390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551",2040,24,5,"No rho-adjustment","Annual updates",4,27496.17,0.6303987,9117.7065,30475390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552",2040,24,5,"No rho-adjustment","Annual updates",4,27496.17,0.6303987,9117.7065,30475390,NA,NA,NA,8295.760716,8703.554741,0.14899555,0.159130095,NA,NA,2433389.242,2635083.814,8502.1857374043,0.15384787347858,NA,2536547.51261017
"553",2040,24,5,"No rho-adjustment","Annual updates",4,27496.17,0.6303987,9117.7065,30475390,NA,NA,NA,8295.760716,8703.554741,0.14899555,0.159130095,NA,NA,2433389.242,2635083.814,8502.1857374043,0.15384787347858,NA,2536547.51261017
"554",2040,24,5,"No rho-adjustment","Annual updates",4,27496.17,0.6303987,9117.7065,30475390,NA,NA,NA,8295.760716,8703.554741,0.14899555,0.159130095,NA,NA,2433389.242,2635083.814,NA,NA,NA,NA
"555",2040,24,5,"No rho-adjustment","Annual updates",4,27496.17,0.6303987,9117.7065,30475390,NA,NA,NA,8295.760716,8703.554741,0.14899555,0.159130095,NA,NA,2433389.242,2635083.814,NA,NA,NA,NA
"556",2038,25,2,"No rho-adjustment","Two year updates",1,73.54336,0.21333145,7.871642,16717.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,819.423098179293,0.457403540373183,128.7707305162,126278.088472042
"557",2038,25,2,"No rho-adjustment","Two year updates",1,73.54336,0.21333145,7.871642,16717.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,819.423098179293,0.457403540373183,128.7707305162,126278.088472042
"558",2038,25,2,"No rho-adjustment","Two year updates",1,73.54336,0.21333145,7.871642,16717.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559",2038,25,2,"No rho-adjustment","Two year updates",1,73.54336,0.21333145,7.871642,16717.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560",2038,25,2,"No rho-adjustment","Two year updates",1,73.54336,0.21333145,7.871642,16717.425,NA,NA,NA,753.5820688,854.5256404,0.449157992,0.462701418,122.9986178,136.0762543,113161.937,138508.1333,819.423098179293,0.457403540373183,128.7707305162,126278.088472042
"561",2038,25,2,"No rho-adjustment","Two year updates",1,73.54336,0.21333145,7.871642,16717.425,NA,NA,NA,753.5820688,854.5256404,0.449157992,0.462701418,122.9986178,136.0762543,113161.937,138508.1333,819.423098179293,0.457403540373183,128.7707305162,126278.088472042
"562",2038,25,2,"No rho-adjustment","Two year updates",1,73.54336,0.21333145,7.871642,16717.425,NA,NA,NA,753.5820688,854.5256404,0.449157992,0.462701418,122.9986178,136.0762543,113161.937,138508.1333,NA,NA,NA,NA
"563",2038,25,2,"No rho-adjustment","Two year updates",1,73.54336,0.21333145,7.871642,16717.425,NA,NA,NA,753.5820688,854.5256404,0.449157992,0.462701418,122.9986178,136.0762543,113161.937,138508.1333,NA,NA,NA,NA
"564",2039,25,2,"No rho-adjustment","Two year updates",1,74.113725,0.28334265,9.99012,2601.186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,799.355641804197,0.457396272597356,125.598180565775,115926.625746248
"565",2039,25,2,"No rho-adjustment","Two year updates",1,74.113725,0.28334265,9.99012,2601.186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,799.355641804197,0.457396272597356,125.598180565775,115926.625746248
"566",2039,25,2,"No rho-adjustment","Two year updates",1,74.113725,0.28334265,9.99012,2601.186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567",2039,25,2,"No rho-adjustment","Two year updates",1,74.113725,0.28334265,9.99012,2601.186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568",2039,25,2,"No rho-adjustment","Two year updates",1,74.113725,0.28334265,9.99012,2601.186,NA,NA,NA,757.8569855,844.4959055,0.449158051,0.462725325,119.8516833,132.4116959,104155.2571,127927.882,799.355641804197,0.457396272597356,125.598180565775,115926.625746248
"569",2039,25,2,"No rho-adjustment","Two year updates",1,74.113725,0.28334265,9.99012,2601.186,NA,NA,NA,757.8569855,844.4959055,0.449158051,0.462725325,119.8516833,132.4116959,104155.2571,127927.882,799.355641804197,0.457396272597356,125.598180565775,115926.625746248
"570",2039,25,2,"No rho-adjustment","Two year updates",1,74.113725,0.28334265,9.99012,2601.186,NA,NA,NA,757.8569855,844.4959055,0.449158051,0.462725325,119.8516833,132.4116959,104155.2571,127927.882,NA,NA,NA,NA
"571",2039,25,2,"No rho-adjustment","Two year updates",1,74.113725,0.28334265,9.99012,2601.186,NA,NA,NA,757.8569855,844.4959055,0.449158051,0.462725325,119.8516833,132.4116959,104155.2571,127927.882,NA,NA,NA,NA
"572",2040,25,2,"No rho-adjustment","Two year updates",1,62.069075,0.27855215,7.46866,19926.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,783.804620058827,0.455157673631651,NA,108737.012704884
"573",2040,25,2,"No rho-adjustment","Two year updates",1,62.069075,0.27855215,7.46866,19926.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,783.804620058827,0.455157673631651,NA,108737.012704884
"574",2040,25,2,"No rho-adjustment","Two year updates",1,62.069075,0.27855215,7.46866,19926.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575",2040,25,2,"No rho-adjustment","Two year updates",1,62.069075,0.27855215,7.46866,19926.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576",2040,25,2,"No rho-adjustment","Two year updates",1,62.069075,0.27855215,7.46866,19926.77,NA,NA,NA,758.7004961,819.255339,0.448317347,0.464026249,NA,NA,100797.7952,119931.43,783.804620058827,0.455157673631651,NA,108737.012704884
"577",2040,25,2,"No rho-adjustment","Two year updates",1,62.069075,0.27855215,7.46866,19926.77,NA,NA,NA,758.7004961,819.255339,0.448317347,0.464026249,NA,NA,100797.7952,119931.43,783.804620058827,0.455157673631651,NA,108737.012704884
"578",2040,25,2,"No rho-adjustment","Two year updates",1,62.069075,0.27855215,7.46866,19926.77,NA,NA,NA,758.7004961,819.255339,0.448317347,0.464026249,NA,NA,100797.7952,119931.43,NA,NA,NA,NA
"579",2040,25,2,"No rho-adjustment","Two year updates",1,62.069075,0.27855215,7.46866,19926.77,NA,NA,NA,758.7004961,819.255339,0.448317347,0.464026249,NA,NA,100797.7952,119931.43,NA,NA,NA,NA
"580",2038,26,2,"No rho-adjustment","Two year updates",2,73.4767,0.2136195,7.888844,16727.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,764.530361063318,0.430853912058144,127.316659022184,110090.929424785
"581",2038,26,2,"No rho-adjustment","Two year updates",2,73.4767,0.2136195,7.888844,16727.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,764.530361063318,0.430853912058144,127.316659022184,110090.929424785
"582",2038,26,2,"No rho-adjustment","Two year updates",2,73.4767,0.2136195,7.888844,16727.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583",2038,26,2,"No rho-adjustment","Two year updates",2,73.4767,0.2136195,7.888844,16727.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584",2038,26,2,"No rho-adjustment","Two year updates",2,73.4767,0.2136195,7.888844,16727.665,NA,NA,NA,716.9927125,807.9045194,0.423511762,0.438977343,115.5047147,132.3497952,99817.58794,121262.2898,764.530361063318,0.430853912058144,127.316659022184,110090.929424785
"585",2038,26,2,"No rho-adjustment","Two year updates",2,73.4767,0.2136195,7.888844,16727.665,NA,NA,NA,716.9927125,807.9045194,0.423511762,0.438977343,115.5047147,132.3497952,99817.58794,121262.2898,764.530361063318,0.430853912058144,127.316659022184,110090.929424785
"586",2038,26,2,"No rho-adjustment","Two year updates",2,73.4767,0.2136195,7.888844,16727.665,NA,NA,NA,716.9927125,807.9045194,0.423511762,0.438977343,115.5047147,132.3497952,99817.58794,121262.2898,NA,NA,NA,NA
"587",2038,26,2,"No rho-adjustment","Two year updates",2,73.4767,0.2136195,7.888844,16727.665,NA,NA,NA,716.9927125,807.9045194,0.423511762,0.438977343,115.5047147,132.3497952,99817.58794,121262.2898,NA,NA,NA,NA
"588",2039,26,2,"No rho-adjustment","Two year updates",2,74.12122,0.28311765,9.9678565,2605.3115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,772.254883837113,0.430861992213269,119.821398970308,117153.944425719
"589",2039,26,2,"No rho-adjustment","Two year updates",2,74.12122,0.28311765,9.9678565,2605.3115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,772.254883837113,0.430861992213269,119.821398970308,117153.944425719
"590",2039,26,2,"No rho-adjustment","Two year updates",2,74.12122,0.28311765,9.9678565,2605.3115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591",2039,26,2,"No rho-adjustment","Two year updates",2,74.12122,0.28311765,9.9678565,2605.3115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592",2039,26,2,"No rho-adjustment","Two year updates",2,74.12122,0.28311765,9.9678565,2605.3115,NA,NA,NA,741.2842476,814.9190393,0.423524661,0.438976534,112.5521669,126.249309,105025.7692,130780.2464,772.254883837113,0.430861992213269,119.821398970308,117153.944425719
"593",2039,26,2,"No rho-adjustment","Two year updates",2,74.12122,0.28311765,9.9678565,2605.3115,NA,NA,NA,741.2842476,814.9190393,0.423524661,0.438976534,112.5521669,126.249309,105025.7692,130780.2464,772.254883837113,0.430861992213269,119.821398970308,117153.944425719
"594",2039,26,2,"No rho-adjustment","Two year updates",2,74.12122,0.28311765,9.9678565,2605.3115,NA,NA,NA,741.2842476,814.9190393,0.423524661,0.438976534,112.5521669,126.249309,105025.7692,130780.2464,NA,NA,NA,NA
"595",2039,26,2,"No rho-adjustment","Two year updates",2,74.12122,0.28311765,9.9678565,2605.3115,NA,NA,NA,741.2842476,814.9190393,0.423524661,0.438976534,112.5521669,126.249309,105025.7692,130780.2464,NA,NA,NA,NA
