"","X.2","X.1","X","SSBestratioreal","Fratioreal","Year","Scenario","Misspecification","Compare_Mis","Compare_Rho","Compare_Freq","OM","Rho","Frequency","HCR"
"181",181,181,181,0.142155882445362,2.22613207912088,2019,10,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",2
"182",182,182,182,0.159971883527192,0.250805701483516,2020,10,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",2
"183",183,183,183,0.236661655514516,0.223970256098901,2021,10,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",2
"184",184,184,184,0.306293251371382,0.223225479642857,2022,10,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",2
"185",185,185,185,0.45154638819534,0.338225501868132,2023,10,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",2
"186",186,186,186,0.583756219122679,0.335944817802198,2024,10,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",2
"187",187,187,187,0.682367100057376,0.577125044505495,2025,10,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",2
"188",188,188,188,0.774772190486464,0.580035318131868,2026,10,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",2
"189",189,189,189,0.919738870085581,0.795572038186813,2027,10,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",2
"190",190,190,190,0.98197248231364,0.796394840934066,2028,10,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",2
"191",191,191,191,1.10532097718223,0.837919757967033,2029,10,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",2
"192",192,192,192,1.15168852895822,0.838089093956044,2030,10,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",2
"193",193,193,193,1.33769024920857,0.868423289835165,2031,10,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",2
"194",194,194,194,1.326202044727,0.859339525549451,2032,10,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",2
"195",195,195,195,1.32389331276767,0.870395217032967,2033,10,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",2
"196",196,196,196,1.23899576074977,0.861634481043956,2034,10,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",2
"197",197,197,197,1.19883034422373,0.885326424725275,2035,10,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",2
"198",198,198,198,1.12759610261589,0.87328573021978,2036,10,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",2
"199",199,199,199,1.03056532349697,0.850879587362637,2037,10,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",2
"200",200,200,200,0.995693812614172,0.826236398076923,2038,10,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",2
"201",201,201,201,0.140912875437019,2.2574419467033,2019,11,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",3
"202",202,202,202,0.158161847828094,0.753165311538462,2020,11,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",3
"203",203,203,203,0.219027095865423,0.750236924175824,2021,11,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",3
"204",204,204,204,0.26966764857002,0.734114601098901,2022,11,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",3
"205",205,205,205,0.382750520521569,0.760928968681319,2023,11,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",3
"206",206,206,206,0.476485768618767,0.747501201098901,2024,11,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",3
"207",207,207,207,0.553198657800528,0.756102481318681,2025,11,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",3
"208",208,208,208,0.649296649981117,0.754182425274725,2026,11,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",3
"209",209,209,209,0.782833210910609,0.746500554395604,2027,11,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",3
"210",210,210,210,0.879902507444593,0.742995271978022,2028,11,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",3
"211",211,211,211,1.03708569094836,0.748883334065934,2029,11,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",3
"212",212,212,212,1.10651690173723,0.749225848351648,2030,11,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",3
"213",213,213,213,1.30412345283298,0.802229385164835,2031,11,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",3
"214",214,214,214,1.33010516061633,0.797800851098901,2032,11,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",3
"215",215,215,215,1.35518587669311,0.821463977472527,2033,11,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",3
"216",216,216,216,1.2764764760082,0.810955814835165,2034,11,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",3
"217",217,217,217,1.25686429701028,0.817869224175824,2035,11,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",3
"218",218,218,218,1.18899786144669,0.808619142857143,2036,11,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",3
"219",219,219,219,1.09890970508885,0.801989515384615,2037,11,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",3
"220",220,220,220,1.06656196246073,0.797564274725275,2038,11,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",3
"221",221,221,221,0.144127830268354,2.18465601428571,2019,12,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",4
"222",222,222,222,0.162685753268186,1.04268154945055,2020,12,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",4
"223",223,223,223,0.217964407911806,0.808211858241758,2021,12,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",4
"224",224,224,224,0.267911579359725,0.804373941758242,2022,12,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",4
"225",225,225,225,0.382148450797965,0.359172885164835,2023,12,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",4
"226",226,226,226,0.509078849381959,0.360577797527472,2024,12,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",4
"227",227,227,227,0.614010832715515,0.302160998076923,2025,12,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",4
"228",228,228,228,0.755444590810637,0.296806467857143,2026,12,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",4
"229",229,229,229,0.952338913132897,0.279572839615385,2027,12,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",4
"230",230,230,230,1.10725108639099,0.279765833241758,2028,12,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",4
"231",231,231,231,1.35427717402647,0.293273246373626,2029,12,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",4
"232",232,232,232,1.49763428562201,0.289055929450549,2030,12,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",4
"233",233,233,233,1.82009412871311,0.335716474945055,2031,12,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",4
"234",234,234,234,1.90304841296862,0.332893641263736,2032,12,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",4
"235",235,235,235,1.98910735946155,0.443544747527473,2033,12,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",4
"236",236,236,236,1.93763475786503,0.438023516043956,2034,12,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",4
"237",237,237,237,1.88967694218509,0.628338065934066,2035,12,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",4
"238",238,238,238,1.75886911680974,0.615275866483517,2036,12,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",4
"239",239,239,239,1.56526688729019,0.734413203296703,2037,12,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",4
"240",240,240,240,1.43465665876791,0.711833058791209,2038,12,2,"Misspecified and correctly specified stock assessment",NA,NA,4,"No rho-adjustment","Two year updates",4
"241",241,241,241,0.0714152322034296,2.57373700190217,2019,13,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",1
"242",242,242,242,0.0746920683364293,0.974809540760869,2020,13,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",1
"243",243,243,243,0.113805315483283,1.01952726639344,2021,13,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",1
"244",244,244,244,0.146101626536313,0.940205847540984,2022,13,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",1
"245",245,245,245,0.18835797975547,1.41210873049451,2023,13,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",1
"246",246,246,246,0.213856661936493,1.30663848214286,2024,13,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",1
"247",247,247,247,0.250501533719861,2.20947018626374,2025,13,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",1
"248",248,248,248,0.271643767063372,2.11423968791209,2026,13,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",1
"249",249,249,249,0.333627756388472,3.0028680271978,2027,13,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",1
"250",250,250,250,0.320179790000025,2.98090045631868,2028,13,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",1
"251",251,251,251,0.402529407039272,3.35912789423077,2029,13,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",1
"252",252,252,252,0.3685151179803,3.42514258269231,2030,13,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",1
"253",253,253,253,0.425167619589414,2.89790249340659,2031,13,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",1
"254",254,254,254,0.393255483435632,2.9151341456044,2032,13,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",1
"255",255,255,255,0.387642235259957,2.22173922362637,2033,13,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",1
"256",256,256,256,0.391478755918645,2.10577947527473,2034,13,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",1
"257",257,257,257,0.408846304348167,1.72353380686813,2035,13,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",1
"258",258,258,258,0.431696406458225,1.54990980247253,2036,13,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",1
"259",259,259,259,0.467015301079392,1.26781800082418,2037,13,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",1
"260",260,260,260,0.552679763534471,1.06630515494505,2038,13,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",1
"261",261,261,261,0.0738304935067989,2.47402485733696,2019,14,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",2
"262",262,262,262,0.0784235123037583,1.23868996141304,2020,14,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",2
"263",263,263,263,0.115340927644694,1.20991903288043,2021,14,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",2
"264",264,264,264,0.145238357337929,1.1270498111413,2022,14,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",2
"265",265,265,265,0.184861171359234,1.48929136071429,2023,14,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",2
"266",266,266,266,0.20677887858177,1.41233268214286,2024,14,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",2
"267",267,267,267,0.246606036897352,2.21899828598901,2025,14,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",2
"268",268,268,268,0.268471135735598,2.16327549313187,2026,14,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",2
"269",269,269,269,0.336106988291515,2.97650842417582,2027,14,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",2
"270",270,270,270,0.322805936817564,2.91117437307692,2028,14,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",2
"271",271,271,271,0.40783452783778,3.15167099835165,2029,14,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",2
"272",272,272,272,0.385453599286363,3.22265653516483,2030,14,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",2
"273",273,273,273,0.44278434310891,2.77868007692308,2031,14,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",2
"274",274,274,274,0.41433588394105,2.79136874917582,2032,14,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",2
"275",275,275,275,0.416627572836913,2.20570225467033,2033,14,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",2
"276",276,276,276,0.406703789773322,2.10408364532967,2034,14,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",2
"277",277,277,277,0.411190187963569,1.799673525,2035,14,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",2
"278",278,278,278,0.425130358019906,1.62025504615385,2036,14,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",2
"279",279,279,279,0.465731941426414,1.39791003131868,2037,14,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",2
"280",280,280,280,0.53894475053027,1.19906100247253,2038,14,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",2
"281",281,281,281,0.0866025535233002,2.04028538967391,2019,15,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",3
"282",282,282,282,0.0974019032286288,1.95337184673913,2020,15,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",3
"283",283,283,283,0.131399903477308,2.23492750923913,2021,15,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",3
"284",284,284,284,0.149891788622948,2.18872973152174,2022,15,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",3
"285",285,285,285,0.176963156838257,2.69078838626374,2023,15,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",3
"286",286,286,286,0.180261662366189,2.7141814532967,2024,15,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",3
"287",287,287,287,0.202840210894738,2.73979098296703,2025,15,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",3
"288",288,288,288,0.223257775624878,2.74504451538462,2026,15,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",3
"289",289,289,289,0.28075335791763,2.56854591593407,2027,15,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",3
"290",290,290,290,0.293765570788724,2.5564931456044,2028,15,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",3
"291",291,291,291,0.367465178899172,2.34809241428571,2029,15,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",3
"292",292,292,292,0.383458960689094,2.2747240978022,2030,15,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",3
"293",293,293,293,0.453948866125483,2.22464236153846,2031,15,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",3
"294",294,294,294,0.44425019027495,2.13893035714286,2032,15,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",3
"295",295,295,295,0.469726617864587,2.13708330494505,2033,15,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",3
"296",296,296,296,0.444921368697612,2.02231576978022,2034,15,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",3
"297",297,297,297,0.462095681687534,1.99603109175824,2035,15,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",3
"298",298,298,298,0.456054814142587,1.82027186208791,2036,15,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",3
"299",299,299,299,0.485199831856786,1.48498605494505,2037,15,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",3
"300",300,300,300,0.556319546572805,1.28064499615385,2038,15,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",3
"301",301,301,301,0.0678429908757227,2.7113451798913,2019,16,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",4
"302",302,302,302,0.0685683813674716,2.14439774918478,2020,16,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",4
"303",303,303,303,0.0904011289509338,1.64140070625,2021,16,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",4
"304",304,304,304,0.111282907891087,1.604019375,2022,16,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",4
"305",305,305,305,0.13656933427506,1.35795469697802,2023,16,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",4
"306",306,306,306,0.157328296476132,1.29543101950549,2024,16,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",4
"307",307,307,307,0.18477572208616,1.43029053049451,2025,16,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",4
"308",308,308,308,0.218892112685451,1.36587863324176,2026,16,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",4
"309",309,309,309,0.278785444824544,1.41438145549451,2027,16,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",4
"310",310,310,310,0.310355243614853,1.34472261263736,2028,16,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",4
"311",311,311,311,0.403855502177174,1.61009818021978,2029,16,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",4
"312",312,312,312,0.429141102887517,1.50638715989011,2030,16,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",4
"313",313,313,313,0.531425483324088,1.94918018736264,2031,16,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",4
"314",314,314,314,0.514990839083502,1.83781446675824,2032,16,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",4
"315",315,315,315,0.59001589226775,2.5013228217033,2033,16,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",4
"316",316,316,316,0.507287091488023,2.3914056510989,2034,16,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",4
"317",317,317,317,0.53988154258617,2.72556675989011,2035,16,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",4
"318",318,318,318,0.482631355397209,2.61912083983517,2036,16,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",4
"319",319,319,319,0.490422917669903,2.04451634917582,2037,16,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",4
"320",320,320,320,0.520123131014516,1.79808198626374,2038,16,3,"Misspecified and correctly specified stock assessment",NA,NA,5,"No rho-adjustment","Two year updates",4
"321",321,321,321,0.0649664692113571,2.88020729423077,2019,17,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",1
"322",322,322,322,0.0661653888023785,1.16294770137363,2020,17,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",1
"323",323,323,323,0.0976935167591489,1.2303955706044,2021,17,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",1
"324",324,324,324,0.122274921580621,1.14899134203297,2022,17,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",1
"325",325,325,325,0.154970923444998,1.34624114752747,2023,17,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",1
"326",326,326,326,0.17569341494298,1.23431746895604,2024,17,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",1
"327",327,327,327,0.205764689433177,1.82572821346154,2025,17,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",1
"328",328,328,328,0.235680046965639,1.75733788104396,2026,17,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",1
"329",329,329,329,0.290806058194978,2.27463407802198,2027,17,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",1
"330",330,330,330,0.292071485284922,2.26668544120879,2028,17,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",1
"331",331,331,331,0.363967457574276,2.40299185549451,2029,17,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",1
"332",332,332,332,0.352639516037263,2.41052332747253,2030,17,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",1
"333",333,333,333,0.442579283209917,1.99235565,2031,17,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",1
"334",334,334,334,0.436106685935176,1.92260953186813,2032,17,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",1
"335",335,335,335,0.492607177199616,1.49802821950549,2033,17,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",1
"336",336,336,336,0.492913647925975,1.38399209505494,2034,17,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",1
"337",337,337,337,0.543922217707435,1.20988039203297,2035,17,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",1
"338",338,338,338,0.578479718700632,1.04415809340659,2036,17,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",1
"339",339,339,339,0.653333342411219,0.88472949478022,2037,17,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",1
"340",340,340,340,0.770741111178623,0.729361940934066,2038,17,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",1
"341",341,341,341,0.0694714760487575,2.68157986630435,2019,18,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",2
"342",342,342,342,0.0713762219817916,1.29097078043478,2020,18,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",2
"343",343,343,343,0.103465595978369,1.29083396086957,2021,18,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",2
"344",344,344,344,0.128961588963209,1.19260457119565,2022,18,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",2
"345",345,345,345,0.161329632298779,1.33607020108696,2023,18,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",2
"346",346,346,346,0.184920744866104,1.24999820706522,2024,18,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",2
"347",347,347,347,0.213839930469982,1.74437695384615,2025,18,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",2
"348",348,348,348,0.243096296029495,1.69159352637363,2026,18,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",2
"349",349,349,349,0.301389860368951,2.19663632967033,2027,18,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",2
"350",350,350,350,0.304844605084149,2.19032616263736,2028,18,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",2
"351",351,351,351,0.378295164747854,2.35172998186813,2029,18,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",2
"352",352,352,352,0.375830815799128,2.32734669725275,2030,18,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",2
"353",353,353,353,0.463600193250232,1.99700703791209,2031,18,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",2
"354",354,354,354,0.454795257997824,1.95700422362637,2032,18,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",2
"355",355,355,355,0.491625648018638,1.62004756153846,2033,18,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",2
"356",356,356,356,0.49152664056121,1.47578592362637,2034,18,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",2
"357",357,357,357,0.546535948592864,1.25090169230769,2035,18,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",2
"358",358,358,358,0.579999421488242,1.09297351483516,2036,18,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",2
"359",359,359,359,0.655042535185452,0.938240490659341,2037,18,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",2
"360",360,360,360,0.77058809229033,0.808733314285714,2038,18,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",2
"361",361,361,361,0.0829043904153021,2.16200561043956,2019,19,NA,NA,"Rho-adjusted and not rho-adjusted",NA,5,"Rho-adjustment","Two year updates",3
